"partid","item","sentence","construct","classification","IO","counter","group","Value","zscores"
"634f29a90d8ff679aa934ab1","113","Linda sold some coffee to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",88,0.728302731257284
"634f29a90d8ff679aa934ab1","129","Alice granted another chance to a woman wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",86,0.679603116997352
"634f29a90d8ff679aa934ab1","9","Mary stated an idea to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",85,0.655253309867386
"634f29a90d8ff679aa934ab1","189","Linda bused a team from work some instruments.","DOsentence","alternating","longIndefinite",2,"C",40,-0.440488010981086
"634f29a90d8ff679aa934ab1","121","John pushed a plate to a woman.","PDsentence","alternating","shortIndefinite",2,"C",94,0.874401574037081
"634f29a90d8ff679aa934ab1","133","Michael quoted a woman a sentence.","DOsentence","alternating","shortIndefinite",2,"C",89,0.75265253838725
"634f29a90d8ff679aa934ab1","165","Linda flung a man an apple.","DOsentence","alternating","shortIndefinite",2,"C",82,0.582203888477488
"634f29a90d8ff679aa934ab1","125","Bob promised a woman who was wearing a hat a chance.","DOsentence","alternating","longIndefinite",2,"C",88,0.728302731257284
"634f29a90d8ff679aa934ab1","5","Alice raised a man from work a bucket.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.41448029617973
"634f29a90d8ff679aa934ab1","13","Alice addressed a woman a message.","DOsentence","non-alternating","shortIndefinite",2,"C",56,-0.0508910969016291
"634f29a90d8ff679aa934ab1","101","Juan took a woman a gift.","DOsentence","alternating","shortIndefinite",2,"C",90,0.777002345517216
"634f29a90d8ff679aa934ab1","181","Bob slung a man a glance.","DOsentence","alternating","shortIndefinite",2,"C",28,-0.732685696540678
"634f29a90d8ff679aa934ab1","37","John restored a woman who was wearing a hat some money.","DOsentence","non-alternating","longIndefinite",2,"C",18,-0.976183767840339
"634f29a90d8ff679aa934ab1","117","Maria taught a woman a concept.","DOsentence","alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","49","Michael blabbed some information to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","177","Michael telephoned some news to a man from work.","PDsentence","alternating","longIndefinite",2,"C",86,0.679603116997352
"634f29a90d8ff679aa934ab1","53","Bob articulated a woman from work a rule.","DOsentence","non-alternating","longIndefinite",2,"C",45,-0.318738975331256
"634f29a90d8ff679aa934ab1","97","Maria remitted a percentage to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","149","Bob slammed a woman a fastball.","DOsentence","alternating","shortIndefinite",2,"C",92,0.825701959777149
"634f29a90d8ff679aa934ab1","33","Maria yelled some directions to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","105","Juan showed a picture to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","137","Linda slid a note to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","173","John hurled a woman from work a ball.","DOsentence","alternating","longIndefinite",2,"C",60,0.0465081316182351
"634f29a90d8ff679aa934ab1","93","Bob croaked a woman a request.","DOsentence","non-alternating","shortIndefinite",2,"C",69,0.265656395787929
"634f29a90d8ff679aa934ab1","185","Michael ceded a case to a man.","PDsentence","alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","141","Alice guaranteed a man wearing a hat a spot.","DOsentence","alternating","longIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","41","John distributed some books to a team from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","69","Maria mumbled a man from work some news.","DOsentence","non-alternating","longIndefinite",2,"C",34,-0.586586853760882
"634f29a90d8ff679aa934ab1","153","Linda snuck a cookie to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","17","Maria announced some new results to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","21","Michael contributed a woman who was from work some food.","DOsentence","non-alternating","longIndefinite",2,"C",19,-0.951833960710373
"634f29a90d8ff679aa934ab1","29","Juan displayed a man a photograph.","DOsentence","non-alternating","shortIndefinite",2,"C",21,-0.903134346450441
"634f29a90d8ff679aa934ab1","1","Michael said a word to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","161","Mary mailed a note to a woman from work.","PDsentence","alternating","longIndefinite",2,"C",92,0.825701959777149
"634f29a90d8ff679aa934ab1","193","Maria punted a ball to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","25","Michael repeated some words to a man wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",99,0.996150609686911
"634f29a90d8ff679aa934ab1","197","Bob cabled a man some directions.","DOsentence","alternating","shortIndefinite",2,"C",33,-0.610936660890848
"634f29a90d8ff679aa934ab1","145","Maria pitched a proposal to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",90,0.777002345517216
"65e8ad1a17ddda3bad740440","133","Michael quoted a woman a sentence.","DOsentence","alternating","shortIndefinite",2,"C",3,-1.83193161535994
"65e8ad1a17ddda3bad740440","49","Michael blabbed some information to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",81,0.569995868218398
"65e8ad1a17ddda3bad740440","109","John paid a man wearing a hat a compliment.","DOsentence","alternating","longIndefinite",2,"C",74,0.354438273538291
"65e8ad1a17ddda3bad740440","97","Maria remitted a percentage to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",54,-0.261440568404873
"65e8ad1a17ddda3bad740440","89","Juan bellowed an order to a man who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.12428682596724
"65e8ad1a17ddda3bad740440","189","Linda bused a team from work some instruments.","DOsentence","alternating","longIndefinite",2,"C",17,-1.40081642599973
"65e8ad1a17ddda3bad740440","125","Bob promised a woman who was wearing a hat a chance.","DOsentence","alternating","longIndefinite",2,"C",99,1.12428682596724
"65e8ad1a17ddda3bad740440","21","Michael contributed a woman who was from work some food.","DOsentence","non-alternating","longIndefinite",2,"C",16,-1.43161036809688
"65e8ad1a17ddda3bad740440","101","Juan took a woman a gift.","DOsentence","alternating","shortIndefinite",2,"C",82,0.600789810315556
"65e8ad1a17ddda3bad740440","61","Mary denounced a man a law.","DOsentence","non-alternating","shortIndefinite",2,"C",18,-1.37002248390257
"65e8ad1a17ddda3bad740440","69","Maria mumbled a man from work some news.","DOsentence","non-alternating","longIndefinite",2,"C",57,-0.169058742113398
"65e8ad1a17ddda3bad740440","117","Maria taught a woman a concept.","DOsentence","alternating","shortIndefinite",2,"C",94,0.970317115481454
"65e8ad1a17ddda3bad740440","149","Bob slammed a woman a fastball.","DOsentence","alternating","shortIndefinite",2,"C",63,0.0157049104695506
"65e8ad1a17ddda3bad740440","105","Juan showed a picture to a woman.","PDsentence","alternating","shortIndefinite",2,"C",96,1.03190499967577
"65e8ad1a17ddda3bad740440","41","John distributed some books to a team from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.12428682596724
"65e8ad1a17ddda3bad740440","165","Linda flung a man an apple.","DOsentence","alternating","shortIndefinite",2,"C",97,1.06269894177293
"65e8ad1a17ddda3bad740440","1","Michael said a word to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",97,1.06269894177293
"65e8ad1a17ddda3bad740440","17","Maria announced some new results to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",87,0.754759520801347
"65e8ad1a17ddda3bad740440","113","Linda sold some coffee to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",91,0.87793528918998
"65e8ad1a17ddda3bad740440","77","Maria narrated a man a show.","DOsentence","non-alternating","shortIndefinite",2,"C",19,-1.33922854180541
"65e8ad1a17ddda3bad740440","85","Linda delegated a woman who was from work a task.","DOsentence","non-alternating","longIndefinite",2,"C",92,0.908729231287138
"65e8ad1a17ddda3bad740440","137","Linda slid a note to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.12428682596724
"65e8ad1a17ddda3bad740440","9","Mary stated an idea to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",90,0.847141347092821
"65e8ad1a17ddda3bad740440","157","Mary hauled a man who was wearing a hat a shipment.","DOsentence","alternating","longIndefinite",2,"C",14,-1.4931982522912
"65e8ad1a17ddda3bad740440","121","John pushed a plate to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.12428682596724
"65e8ad1a17ddda3bad740440","81","Alice hollered some news to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",90,0.847141347092821
"65e8ad1a17ddda3bad740440","153","Linda snuck a cookie to a woman.","PDsentence","alternating","shortIndefinite",2,"C",93,0.939523173384296
"65e8ad1a17ddda3bad740440","193","Maria punted a ball to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",71,0.262056447246816
"65e8ad1a17ddda3bad740440","129","Alice granted another chance to a woman wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",72,0.292850389343974
"65e8ad1a17ddda3bad740440","45","Bob administered a woman an antidote.","DOsentence","non-alternating","shortIndefinite",2,"C",92,0.908729231287138
"65e8ad1a17ddda3bad740440","141","Alice guaranteed a man wearing a hat a spot.","DOsentence","alternating","longIndefinite",2,"C",63,0.0157049104695506
"65e8ad1a17ddda3bad740440","33","Maria yelled some directions to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",92,0.908729231287138
"65e8ad1a17ddda3bad740440","93","Bob croaked a woman a request.","DOsentence","non-alternating","shortIndefinite",2,"C",57,-0.169058742113398
"65e8ad1a17ddda3bad740440","197","Bob cabled a man some directions.","DOsentence","alternating","shortIndefinite",2,"C",38,-0.754143641959404
"65e8ad1a17ddda3bad740440","169","Maria repaid some money to a woman.","PDsentence","alternating","shortIndefinite",2,"C",92,0.908729231287138
"65e8ad1a17ddda3bad740440","161","Mary mailed a note to a woman from work.","PDsentence","alternating","longIndefinite",2,"C",99,1.12428682596724
"65e8ad1a17ddda3bad740440","185","Michael ceded a case to a man.","PDsentence","alternating","shortIndefinite",2,"C",53,-0.292234510502031
"65e8ad1a17ddda3bad740440","53","Bob articulated a woman from work a rule.","DOsentence","non-alternating","longIndefinite",2,"C",40,-0.692555757765087
"65e8ad1a17ddda3bad740440","13","Alice addressed a woman a message.","DOsentence","non-alternating","shortIndefinite",2,"C",30,-1.00049517873667
"65e8ad1a17ddda3bad740440","173","John hurled a woman from work a ball.","DOsentence","alternating","longIndefinite",2,"C",85,0.693171636607031
"65e8ad1a17ddda3bad740440","181","Bob slung a man a glance.","DOsentence","alternating","shortIndefinite",2,"C",73,0.323644331441132
"65e8ad1a17ddda3bad740440","25","Michael repeated some words to a man wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",81,0.569995868218398
"65e8ad1a17ddda3bad740440","73","Alice howled a complaint to a woman from work.","PDsentence","non-alternating","longIndefinite",2,"C",92,0.908729231287138
"65e8ad1a17ddda3bad740440","177","Michael telephoned some news to a man from work.","PDsentence","alternating","longIndefinite",2,"C",97,1.06269894177293
"65e8ad1a17ddda3bad740440","65","Michael moaned a plea to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",94,0.970317115481454
"65e8ad1a17ddda3bad740440","57","Michael roared an order to a woman who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",93,0.939523173384296
"65e8ad1a17ddda3bad740440","37","John restored a woman who was wearing a hat some money.","DOsentence","non-alternating","longIndefinite",2,"C",51,-0.353822394696348
"65e8ad1a17ddda3bad740440","145","Maria pitched a proposal to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",67,0.138880678858183
"65e8ad1a17ddda3bad740440","5","Alice raised a man from work a bucket.","DOsentence","non-alternating","longIndefinite",2,"C",63,0.0157049104695506
"65e8ad1a17ddda3bad740440","29","Juan displayed a man a photograph.","DOsentence","non-alternating","shortIndefinite",2,"C",99,1.12428682596724
"62ec69506243b988cb9dc86f","17","Maria announced some new results to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",77,0.452237288956708
"62ec69506243b988cb9dc86f","81","Alice hollered some news to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",93,0.822923591380239
"62ec69506243b988cb9dc86f","177","Michael telephoned some news to a man from work.","PDsentence","alternating","longIndefinite",2,"C",35,-0.520814254905061
"62ec69506243b988cb9dc86f","5","Alice raised a man from work a bucket.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.33169054145654
"62ec69506243b988cb9dc86f","189","Linda bused a team from work some instruments.","DOsentence","alternating","longIndefinite",2,"C",0,-1.33169054145654
"62ec69506243b988cb9dc86f","145","Maria pitched a proposal to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",81,0.544908864562591
"62ec69506243b988cb9dc86f","121","John pushed a plate to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","153","Linda snuck a cookie to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","1","Michael said a word to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",89,0.730252015774356
"62ec69506243b988cb9dc86f","93","Bob croaked a woman a request.","DOsentence","non-alternating","shortIndefinite",2,"C",65,0.17422256213906
"62ec69506243b988cb9dc86f","9","Mary stated an idea to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",76,0.429069395055237
"62ec69506243b988cb9dc86f","21","Michael contributed a woman who was from work some food.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.33169054145654
"62ec69506243b988cb9dc86f","181","Bob slung a man a glance.","DOsentence","alternating","shortIndefinite",2,"C",76,0.429069395055237
"62ec69506243b988cb9dc86f","85","Linda delegated a woman who was from work a task.","DOsentence","non-alternating","longIndefinite",2,"C",91,0.776587803577298
"62ec69506243b988cb9dc86f","25","Michael repeated some words to a man wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","37","John restored a woman who was wearing a hat some money.","DOsentence","non-alternating","longIndefinite",2,"C",9,-1.1231794963433
"62ec69506243b988cb9dc86f","89","Juan bellowed an order to a man who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",95,0.86925937918318
"62ec69506243b988cb9dc86f","117","Maria taught a woman a concept.","DOsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","45","Bob administered a woman an antidote.","DOsentence","non-alternating","shortIndefinite",2,"C",95,0.86925937918318
"62ec69506243b988cb9dc86f","149","Bob slammed a woman a fastball.","DOsentence","alternating","shortIndefinite",2,"C",97,0.915595166986122
"62ec69506243b988cb9dc86f","197","Bob cabled a man some directions.","DOsentence","alternating","shortIndefinite",2,"C",64,0.151054668237589
"62ec69506243b988cb9dc86f","33","Maria yelled some directions to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","101","Juan took a woman a gift.","DOsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","185","Michael ceded a case to a man.","PDsentence","alternating","shortIndefinite",2,"C",95,0.86925937918318
"62ec69506243b988cb9dc86f","29","Juan displayed a man a photograph.","DOsentence","non-alternating","shortIndefinite",2,"C",74,0.382733607252296
"62ec69506243b988cb9dc86f","73","Alice howled a complaint to a woman from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","109","John paid a man wearing a hat a compliment.","DOsentence","alternating","longIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","65","Michael moaned a plea to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",94,0.84609148528171
"62ec69506243b988cb9dc86f","69","Maria mumbled a man from work some news.","DOsentence","non-alternating","longIndefinite",2,"C",41,-0.381806891496237
"62ec69506243b988cb9dc86f","157","Mary hauled a man who was wearing a hat a shipment.","DOsentence","alternating","longIndefinite",2,"C",94,0.84609148528171
"62ec69506243b988cb9dc86f","53","Bob articulated a woman from work a rule.","DOsentence","non-alternating","longIndefinite",2,"C",69,0.266894137744942
"62ec69506243b988cb9dc86f","113","Linda sold some coffee to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",96,0.892427273084651
"62ec69506243b988cb9dc86f","129","Alice granted another chance to a woman wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","41","John distributed some books to a team from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","133","Michael quoted a woman a sentence.","DOsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","165","Linda flung a man an apple.","DOsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","193","Maria punted a ball to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","61","Mary denounced a man a law.","DOsentence","non-alternating","shortIndefinite",2,"C",0,-1.33169054145654
"62ec69506243b988cb9dc86f","57","Michael roared an order to a woman who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","161","Mary mailed a note to a woman from work.","PDsentence","alternating","longIndefinite",2,"C",98,0.938763060887592
"62ec69506243b988cb9dc86f","97","Maria remitted a percentage to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",57,-0.0111205890727059
"62ec69506243b988cb9dc86f","105","Juan showed a picture to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","141","Alice guaranteed a man wearing a hat a spot.","DOsentence","alternating","longIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","169","Maria repaid some money to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","13","Alice addressed a woman a message.","DOsentence","non-alternating","shortIndefinite",2,"C",10,-1.10001160244183
"62ec69506243b988cb9dc86f","77","Maria narrated a man a show.","DOsentence","non-alternating","shortIndefinite",2,"C",77,0.452237288956708
"62ec69506243b988cb9dc86f","137","Linda slid a note to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","125","Bob promised a woman who was wearing a hat a chance.","DOsentence","alternating","longIndefinite",2,"C",95,0.86925937918318
"62ec69506243b988cb9dc86f","49","Michael blabbed some information to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",99,0.961930954789063
"62ec69506243b988cb9dc86f","173","John hurled a woman from work a ball.","DOsentence","alternating","longIndefinite",2,"C",99,0.961930954789063
"6294dc2e299161b3e3a867db","17","Maria announced some new results to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",78,1.0265873781295
"6294dc2e299161b3e3a867db","89","Juan bellowed an order to a man who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",17,-0.940178641528149
"6294dc2e299161b3e3a867db","149","Bob slammed a woman a fastball.","DOsentence","alternating","shortIndefinite",2,"C",10,-1.16587310280034
"6294dc2e299161b3e3a867db","21","Michael contributed a woman who was from work some food.","DOsentence","non-alternating","longIndefinite",2,"C",22,-0.778968312048014
"6294dc2e299161b3e3a867db","185","Michael ceded a case to a man.","PDsentence","alternating","shortIndefinite",2,"C",26,-0.650000048463905
"6294dc2e299161b3e3a867db","33","Maria yelled some directions to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",86,1.28452390529772
"6294dc2e299161b3e3a867db","197","Bob cabled a man some directions.","DOsentence","alternating","shortIndefinite",2,"C",11,-1.13363103690431
"6294dc2e299161b3e3a867db","49","Michael blabbed some information to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",82,1.15555564171361
"6294dc2e299161b3e3a867db","125","Bob promised a woman who was wearing a hat a chance.","DOsentence","alternating","longIndefinite",2,"C",20,-0.843452443840068
"6294dc2e299161b3e3a867db","53","Bob articulated a woman from work a rule.","DOsentence","non-alternating","longIndefinite",2,"C",20,-0.843452443840068
"6294dc2e299161b3e3a867db","137","Linda slid a note to a woman.","PDsentence","alternating","shortIndefinite",2,"C",90,1.41349216888183
"6294dc2e299161b3e3a867db","129","Alice granted another chance to a woman wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",74,0.897619114545394
"6294dc2e299161b3e3a867db","25","Michael repeated some words to a man wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",86,1.28452390529772
"6294dc2e299161b3e3a867db","193","Maria punted a ball to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",19,-0.875694509736095
"6294dc2e299161b3e3a867db","165","Linda flung a man an apple.","DOsentence","alternating","shortIndefinite",2,"C",28,-0.585515916671851
"6294dc2e299161b3e3a867db","37","John restored a woman who was wearing a hat some money.","DOsentence","non-alternating","longIndefinite",2,"C",17,-0.940178641528149
"6294dc2e299161b3e3a867db","161","Mary mailed a note to a woman from work.","PDsentence","alternating","longIndefinite",2,"C",85,1.25228183940169
"6294dc2e299161b3e3a867db","45","Bob administered a woman an antidote.","DOsentence","non-alternating","shortIndefinite",2,"C",26,-0.650000048463905
"6294dc2e299161b3e3a867db","101","Juan took a woman a gift.","DOsentence","alternating","shortIndefinite",2,"C",47,0.0270833353526628
"6294dc2e299161b3e3a867db","1","Michael said a word to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",81,1.12331357581758
"6294dc2e299161b3e3a867db","189","Linda bused a team from work some instruments.","DOsentence","alternating","longIndefinite",2,"C",11,-1.13363103690431
"6294dc2e299161b3e3a867db","57","Michael roared an order to a woman who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",21,-0.811210377944041
"6294dc2e299161b3e3a867db","181","Bob slung a man a glance.","DOsentence","alternating","shortIndefinite",2,"C",18,-0.907936575632122
"6294dc2e299161b3e3a867db","141","Alice guaranteed a man wearing a hat a spot.","DOsentence","alternating","longIndefinite",2,"C",82,1.15555564171361
"6294dc2e299161b3e3a867db","13","Alice addressed a woman a message.","DOsentence","non-alternating","shortIndefinite",2,"C",17,-0.940178641528149
"6294dc2e299161b3e3a867db","169","Maria repaid some money to a woman.","PDsentence","alternating","shortIndefinite",2,"C",81,1.12331357581758
"6294dc2e299161b3e3a867db","133","Michael quoted a woman a sentence.","DOsentence","alternating","shortIndefinite",2,"C",85,1.25228183940169
"6294dc2e299161b3e3a867db","73","Alice howled a complaint to a woman from work.","PDsentence","non-alternating","longIndefinite",2,"C",8,-1.23035723459239
"6294dc2e299161b3e3a867db","77","Maria narrated a man a show.","DOsentence","non-alternating","shortIndefinite",2,"C",22,-0.778968312048014
"6294dc2e299161b3e3a867db","85","Linda delegated a woman who was from work a task.","DOsentence","non-alternating","longIndefinite",2,"C",14,-1.03690483921623
"6294dc2e299161b3e3a867db","153","Linda snuck a cookie to a woman.","PDsentence","alternating","shortIndefinite",2,"C",72,0.833134982753339
"6294dc2e299161b3e3a867db","109","John paid a man wearing a hat a compliment.","DOsentence","alternating","longIndefinite",2,"C",81,1.12331357581758
"6294dc2e299161b3e3a867db","145","Maria pitched a proposal to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",33,-0.424305587191716
"6294dc2e299161b3e3a867db","61","Mary denounced a man a law.","DOsentence","non-alternating","shortIndefinite",2,"C",64,0.575198455585123
"6294dc2e299161b3e3a867db","177","Michael telephoned some news to a man from work.","PDsentence","alternating","longIndefinite",2,"C",79,1.05882944402553
"6294dc2e299161b3e3a867db","69","Maria mumbled a man from work some news.","DOsentence","non-alternating","longIndefinite",2,"C",21,-0.811210377944041
"6294dc2e299161b3e3a867db","157","Mary hauled a man who was wearing a hat a shipment.","DOsentence","alternating","longIndefinite",2,"C",59,0.413988126104988
"6294dc2e299161b3e3a867db","41","John distributed some books to a team from work.","PDsentence","non-alternating","longIndefinite",2,"C",19,-0.875694509736095
"6294dc2e299161b3e3a867db","173","John hurled a woman from work a ball.","DOsentence","alternating","longIndefinite",2,"C",17,-0.940178641528149
"6294dc2e299161b3e3a867db","5","Alice raised a man from work a bucket.","DOsentence","non-alternating","longIndefinite",2,"C",22,-0.778968312048014
"6294dc2e299161b3e3a867db","121","John pushed a plate to a woman.","PDsentence","alternating","shortIndefinite",2,"C",79,1.05882944402553
"6294dc2e299161b3e3a867db","81","Alice hollered some news to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",18,-0.907936575632122
"6294dc2e299161b3e3a867db","97","Maria remitted a percentage to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",23,-0.746726246151987
"6294dc2e299161b3e3a867db","9","Mary stated an idea to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",86,1.28452390529772
"6294dc2e299161b3e3a867db","29","Juan displayed a man a photograph.","DOsentence","non-alternating","shortIndefinite",2,"C",32,-0.456547653087743
"6294dc2e299161b3e3a867db","93","Bob croaked a woman a request.","DOsentence","non-alternating","shortIndefinite",2,"C",17,-0.940178641528149
"6294dc2e299161b3e3a867db","117","Maria taught a woman a concept.","DOsentence","alternating","shortIndefinite",2,"C",77,0.994345312233475
"6294dc2e299161b3e3a867db","113","Linda sold some coffee to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",16,-0.972420707424176
"6294dc2e299161b3e3a867db","105","Juan showed a picture to a woman.","PDsentence","alternating","shortIndefinite",2,"C",90,1.41349216888183
"6294dc2e299161b3e3a867db","65","Michael moaned a plea to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",77,0.994345312233475
"63a9e5cb1dd0a02fffe7b8b4","1","Michael said a word to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",43,-0.34147876312123
"63a9e5cb1dd0a02fffe7b8b4","49","Michael blabbed some information to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",58,0.0828941819341511
"63a9e5cb1dd0a02fffe7b8b4","181","Bob slung a man a glance.","DOsentence","alternating","shortIndefinite",2,"C",28,-0.765851708176611
"63a9e5cb1dd0a02fffe7b8b4","25","Michael repeated some words to a man wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",71,0.450684067648815
"63a9e5cb1dd0a02fffe7b8b4","193","Maria punted a ball to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",72,0.478975597319173
"63a9e5cb1dd0a02fffe7b8b4","113","Linda sold some coffee to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",71,0.450684067648815
"63a9e5cb1dd0a02fffe7b8b4","185","Michael ceded a case to a man.","PDsentence","alternating","shortIndefinite",2,"C",72,0.478975597319173
"63a9e5cb1dd0a02fffe7b8b4","69","Maria mumbled a man from work some news.","DOsentence","non-alternating","longIndefinite",2,"C",43,-0.34147876312123
"63a9e5cb1dd0a02fffe7b8b4","21","Michael contributed a woman who was from work some food.","DOsentence","non-alternating","longIndefinite",2,"C",31,-0.680977119165535
"63a9e5cb1dd0a02fffe7b8b4","9","Mary stated an idea to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","145","Maria pitched a proposal to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",94,1.10138925006707
"63a9e5cb1dd0a02fffe7b8b4","81","Alice hollered some news to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",75,0.56385018633025
"63a9e5cb1dd0a02fffe7b8b4","149","Bob slammed a woman a fastball.","DOsentence","alternating","shortIndefinite",2,"C",68,0.365809478637738
